,Unnamed: 0.1,mood,id,title,all_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1085,1085,sad,7A0T4eb6jPhhQp3KQis6ww,Love Is More Depressing Than Depression,Shiloh Dynasty,0.75,0.227,0,-16.255,1,0.236,0.76,0.125,0.135,0.416,100.163,133277,4
1086,1086,sad,3qN62DlOJoIMWFGPVxilxU,"i don't like it, you're not the same",meynus,0.605,0.161,11,-13.434,0,0.0454,0.478,0.274,0.124,0.0686,111.753,97686,4
1087,1087,sad,4xhWfr0tyA7BGL7eXo8KnV,ALL GIRLS ARE THE SAME,RØNIN,0.785,0.343,9,-10.923,0,0.0862,0.593,0.0,0.103,0.468,118.065,121949,4
1088,1088,sad,3RbNcjVnQixKa1sULcwd2K,Losing Interest,Shiloh Dynasty,0.96,0.36,10,-16.192,0,0.155,0.673,0.0177,0.293,0.639,114.927,136696,4
1089,1089,sad,508QhA2SncMbh5CnuxkvUc,Letter to Jarad,Shiloh Dynasty,0.873,0.0903,8,-26.551,0,0.071,0.911,0.112,0.105,0.785,121.981,204659,4
1090,1090,sad,7uHRKSQ9WIlBBuBY7BHcbq,Forever,ilyTOMMY,0.613,0.339,5,-14.908,0,0.135,0.678,0.0,0.166,0.292,106.582,108696,5
1091,1091,sad,3X4sErWRnQCmhhZMGv6r51,when we were 16,Mishaal,0.764,0.296,8,-14.544,0,0.269,0.923,0.00141,0.168,0.231,103.075,195745,4
1092,1092,sad,54DStFYEe4uNpyauoxvGmI,Tell Me Why I'm Waiting,creamy,0.762,0.212,11,-12.901,0,0.0761,0.507,0.125,0.104,0.202,124.933,139337,4
1093,1093,sad,40KuvsFD0zpUFuCcmt5Xm0,Ex Bitch,XXXTENTACION,0.835,0.462,7,-6.227,1,0.155,0.513,0.0,0.0875,0.702,78.99,121672,4
1094,1094,sad,420Z200h7puF9hUIeQS6XF,Listen To Me Speak,Shiloh Dynasty,0.551,0.084,8,-26.001,0,0.121,0.968,0.0074,0.139,0.502,49.555,124829,4
1095,1095,sad,2R4AlwtrrkMaRKojcTIzmL,For the First Time,Mac DeMarco,0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,182307,4
1096,1096,sad,6VyUWfImAgTrYAnYWonuhM,Ghost (feat. Ivri),Ivri,0.673,0.376,11,-14.029,1,0.0407,0.688,0.548,0.45,0.336,118.033,166625,4
1097,1097,sad,3agflhasTpwVk5opeCab2a,dream girl,8percent,0.591,0.27,7,-18.977,0,0.478,0.842,7.68e-05,0.27,0.588,71.992,87380,5
1098,1098,sad,4EVwzagXAg5p4zYm4pKcIG,School Globes,Removebeforeflight,0.439,0.274,0,-10.629,1,0.0312,0.502,0.00181,0.15,0.403,80.426,117395,4
1099,1099,sad,53F62yfHICseGNOBAH0QUR,Uncomparable,EKKSTACY,0.865,0.225,3,-14.259,0,0.0927,0.749,0.000947,0.0656,0.674,113.979,105487,4
1100,1100,sad,7u9BIFBgxuqntGW7wO5lMs,Demons and Monsters,347aidan,0.777,0.32,9,-11.824,0,0.0847,0.927,2.45e-06,0.256,0.407,80.992,197902,4
1101,1101,sad,3eWvKPiotAL2VH3Tbmz81z,School Globes,Roof Jumper166,0.731,0.541,0,-9.765,1,0.0372,0.577,0.00171,0.25,0.816,110.709,116564,5
1102,1102,sad,0551d0IIpufWriBpfaSe05,This Letter I Write,Verum,0.782,0.242,0,-14.687,1,0.133,0.849,0.0,0.11,0.394,119.852,197000,4
1103,1103,sad,042IeGMfDUfLZDwfo82JJw,till the sun comes,347aidan,0.857,0.293,5,-10.668,0,0.306,0.661,1.79e-06,0.25,0.526,144.075,161907,4
1104,1104,sad,47k5tMDS3jLAOFE29nkfzO,Please Pick Up,ilyTOMMY,0.643,0.594,8,-10.326,0,0.273,0.339,6.68e-06,0.364,0.495,206.008,113933,4
1105,1105,sad,566DUEUnkfn2DwseHHQIwb,Heart Broken,Whxami,0.389,0.522,2,-8.293,1,0.0458,0.0209,6.85e-05,0.673,0.13,184.08,171517,4
1106,1106,sad,5ZFDe85SjknlaOXEF3f2zc,love hurts,8percent,0.824,0.405,1,-16.148,0,0.167,0.557,0.0775,0.274,0.428,110.067,173166,4
1107,1107,sad,2JefJre9prnzm9ffRYnMM4,Next to You,Do Do,0.459,0.66,9,-6.963,1,0.208,0.918,0.000147,0.121,0.621,179.75,208462,4
1108,1108,sad,3C39BgVuWsJCJWOMYIoi9C,Be Happy,347aidan,0.692,0.257,11,-17.159,0,0.0924,0.564,0.0435,0.25,0.204,91.983,202240,4
1109,1109,sad,3xNIVmBIe839tAsoGe3A4b,Say Goodbye,Snøw,0.706,0.297,3,-13.652,1,0.132,0.468,0.0,0.0725,0.123,104.049,150415,4
1110,1110,sad,6zJffE1wHyAu5WwNYwt0VI,Never Be Alright,Seon,0.835,0.283,7,-10.121,0,0.0781,0.625,3.4e-06,0.102,0.282,86.983,168281,4
1111,1111,sad,4P1L6AniTDJzANaubzWGYs,I'm Not Enough and I'm Sorry,Snøw,0.698,0.183,8,-20.188,1,0.299,0.462,0.000424,0.335,0.244,143.96,120000,4
1112,1112,sad,57Bng4jEHErOHFxJeVLRdg,If You Leave,Sky McCreery,0.562,0.0832,6,-14.119,0,0.0688,0.906,0.000341,0.241,0.0624,134.462,160007,3
1113,1113,sad,2GtksLOwApBFKXsm4jsw8o,dead,Zaini,0.472,0.287,6,-11.173,0,0.21,0.83,0.247,0.433,0.481,179.891,171167,3
1114,1114,sad,2U8tH2LXMh5EQvI6oBhSHJ,Are You Okay?,Powfu,0.798,0.613,6,-9.037,1,0.204,0.363,0.0,0.762,0.229,97.013,220396,4
1115,1115,sad,0mr8FAnN9X70p5KRUwMIJx,I Met Sarah in the Bathroom,awfultune,0.675,0.408,0,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111,121375,4
1116,1116,sad,03eJ2DclFWXYU8GWgANdmZ,bad vibes forever,Trippie Redd,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,4
1117,1117,sad,1ZDXxJ2FyEfkwIQUNruAmK,театр,Owlneverdie,0.855,0.348,9,-12.449,1,0.132,0.953,0.236,0.0809,0.197,115.947,115931,4
1118,1118,sad,2oeMjGwvO0mDjEYGxO1iLG,WHEN THE DEVIL CRIES,347aidan,0.826,0.448,1,-4.997,1,0.0342,0.447,0.0,0.087,0.42,116.472,148324,4
1119,1119,sad,1idfjJnQQQS7Fii8dCbown,Don't Go /:,347aidan,0.865,0.156,0,-14.801,1,0.0721,0.512,3.1e-06,0.129,0.18,114.943,159916,4
1120,1120,sad,2RunxngjOjMmQmk4AeLJMh,nothinglastsforever,TOKYO’S REVENGE,0.649,0.41,0,-8.817,1,0.0329,0.802,0.0,0.706,0.454,123.824,133730,4
1121,1121,sad,0lNNMH0U9Pk7zY5pjXGEK1,Changes,Samson Ace Miller,0.782,0.558,11,-9.921,1,0.194,0.663,0.000932,0.152,0.574,116.137,132460,4
1122,1122,sad,5MsydV2Ii4A7r85gSgh90x,you deserve better,sadeyes,0.591,0.488,8,-11.178,1,0.16,0.358,0.0,0.357,0.362,109.9,141928,4
1123,1123,sad,39m4cEWrwgAM4KtQv8x6Eb,i lost her.,unknxwn.,0.631,0.479,1,-8.171,1,0.0305,0.622,0.0,0.116,0.526,89.974,174103,4
1124,1124,sad,4dt6LNCOYAvG0vrWJuCsmC,"Forever, Pt. 2",ilyTOMMY,0.402,0.196,8,-21.657,0,0.198,0.664,0.058,0.162,0.362,87.268,167272,5
1125,1125,sad,4qKVYg45Ej5NBEgyGwoJd9,bout u,Nicoteen Ninyo,0.646,0.445,7,-9.799,1,0.065,0.154,0.0,0.106,0.0899,143.969,173447,4
1126,1126,sad,6jmf4OxSGzdgthZruXtcqu,Hate Me!,MASN,0.683,0.628,6,-6.512,1,0.123,0.659,0.0,0.106,0.356,142.06,154757,4
1127,1127,sad,3UO3GFxZIGY8oT0r7nuuql,How I Feel,G.I.N.,0.693,0.477,4,-11.991,1,0.446,0.74,0.0,0.111,0.298,131.793,125753,4
1128,1128,sad,2tB9EXMGGzvRdxxwyzIJCC,don't cry,sadeyes,0.789,0.685,9,-10.596,1,0.914,0.635,0.0,0.0843,0.533,160.04,138008,4
1129,1129,sad,136K7vs8qhkpWfKmculLG3,not alone,Lil Xtra,0.661,0.498,0,-7.187,1,0.0369,0.439,0.00147,0.398,0.385,80.019,173558,4
1130,1130,sad,00218i6cYENiDszmBKsYYg,Gxldchainnn,Radical,0.706,0.473,0,-8.085,0,0.0926,0.984,0.0242,0.106,0.59,87.412,132657,4
1131,1131,sad,08iPRbc4DGuotMn6crC7dB,Insecurities,Damien,0.753,0.478,4,-10.81,0,0.154,0.51,0.0,0.154,0.372,90.291,193621,4
1132,1132,sad,0n6Dh4G6Uoq7ZoKeYWu7Rr,Lonely Nights,ilyTOMMY,0.463,0.256,10,-12.236,1,0.0487,0.821,0.613,0.153,0.272,123.954,185901,4
1133,1133,sad,3UeEcdqbpJPq1lxawUbzho,Just Hold Me,Ely Waves,0.705,0.567,10,-10.919,0,0.343,0.258,0.0,0.0547,0.321,118.144,204771,4
1134,1134,sad,6Tt9PBM6oWGwVnxyzuM84j,jaded,sadeyes,0.703,0.386,6,-11.447,1,0.0672,0.0645,1.55e-06,0.257,0.192,124.117,160625,4
1135,1135,sad,0K8DBPhDTDoBhNNRkvD4dp,Sad and Sober,Ellit,0.73,0.248,10,-15.089,0,0.0651,0.544,0.0,0.119,0.154,79.971,157571,4
1136,1136,sad,2rZ96iBHXE82GIeXOwblNe,Slow Down,Hinshi,0.701,0.311,2,-15.148,1,0.132,0.644,0.928,0.0809,0.0624,150.021,121659,4
1137,1137,sad,7a8Sxul9deqkRnBBLAWGoI,i need you,sadeyes,0.711,0.363,7,-12.412,1,0.0857,0.576,0.0,0.087,0.372,104.971,134869,4
1138,1138,sad,3UYn4qdsgnQlbOgYiVIyYJ,Scars on My Heart,SadBoyProlific,0.652,0.483,6,-8.92,1,0.246,0.931,0.0,0.0959,0.469,78.267,224000,4
1139,1139,sad,3fu7YXTGxWfsM79zsLxA5N,Heartbroken,Lil Agony,0.661,0.307,0,-12.937,1,0.0401,0.81,0.0,0.0718,0.286,124.009,108327,4
1140,1140,sad,08AJ0xQv5LRZsvXf1Jkr2y,Gym Class,Lil Peep,0.622,0.347,8,-13.292,1,0.0649,0.507,0.00421,0.0841,0.0757,75.512,217000,4
1141,1141,sad,07i3iHqyToAW8DZ4xwAedi,doom,Ivri,0.793,0.292,0,-13.148,0,0.308,0.759,1.04e-05,0.0987,0.506,87.845,142077,4
1142,1142,sad,03Nx63Qf5HnqGF3KkGIJ6l,Walking Through The Rain,Iriasona,0.612,0.365,7,-12.605,1,0.165,0.685,3.04e-05,0.101,0.541,176.143,174566,4
1143,1143,sad,4zWeBmimL4kkxSRE2f6jCo,wtf im crying,lostmp3,0.521,0.797,10,-6.871,1,0.0968,0.302,4.22e-06,0.135,0.532,100.055,154327,4
1144,1144,sad,0RzAihLqsEg9Qcm4pfPbG2,Rip X,iamjakehill,0.693,0.434,1,-9.366,1,0.193,0.418,0.0,0.338,0.685,63.033,159327,4
1145,1145,sad,05lr1ZurY0L2m2OVe473DH,Here's ur chance,Damien,0.744,0.601,7,-7.218,1,0.145,0.486,0.0,0.13,0.607,77.59,149419,4
1146,1146,sad,2UwbhMie1EAYuTZ0QXeMwl,Save Me,XXXTENTACION,0.731,0.204,9,-11.314,0,0.0369,0.307,0.0109,0.0989,0.191,142.141,163202,4
1147,1147,sad,1Znlc3UZAbSodFaMBjdpsX,love yourself (interlude),XXXTENTACION,0.746,0.338,11,-13.472,0,0.109,0.674,0.000375,0.529,0.469,120.053,48423,4
1148,1148,sad,2H3wWrnO758y0fPH7Ilerg,Depression & Obsession,XXXTENTACION,0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,144733,4
1149,1149,sad,2QfkJ9lURgRpcFT2Y0B1e3,UGLY,XXXTENTACION,0.528,0.325,2,-12.501,1,0.0293,0.857,0.0145,0.114,0.0412,83.651,91800,4
1150,1150,sad,4rhr8LgQoPtWkQaXVPSNOO,numb the pain,XXXTENTACION,0.683,0.0759,11,-10.567,0,0.032,0.902,0.0,0.089,0.74,93.186,82470,4
1151,1151,sad,0kEZlJh4mK1QRfb3CT5LPk,Kill Yourself (Part III),$uicideboy$,0.753,0.68,5,-7.092,0,0.0349,0.326,4.15e-05,0.423,0.192,105.977,145078,4
1152,1152,sad,7uqcLJFlSYjVPLUz1vPxkY,Guardian angel,XXXTENTACION,0.712,0.374,0,-10.215,0,0.511,0.795,0.0,0.187,0.779,133.952,108035,4
1153,1153,sad,6kPSirWOa0QNi9Fa4BMo96,Мосты,Rauf & Faik,0.764,0.433,7,-7.425,1,0.0504,0.611,1.66e-05,0.692,0.137,117.881,148475,4
1154,1154,sad,4wAA41xlqHTgiTc9da7xtP,stay with me,nilöwh.,0.664,0.258,3,-10.975,1,0.0485,0.935,0.479,0.108,0.358,86.997,97586,4
1155,1155,sad,5ZFy98yUvg54T4vtI81Ci6,Destroy Myself,Meemo,0.331,0.0789,10,-18.104,1,0.0368,0.873,0.0146,0.114,0.0669,76.893,126616,3
1156,1156,sad,5k5ZVVrn8Pu6ltw3wKuPCO,Talk 2 Me,Montell Fish,0.464,0.126,11,-16.383,1,0.0647,0.816,3.67e-06,0.559,0.181,103.176,139806,4
1157,1157,sad,0yc6Gst2xkRu0eMLeRMGCX,Apocalypse,Cigarettes After Sex,0.37,0.467,5,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,290617,4
1158,1158,sad,0Jv71eshye8wGLvp386Bae,Sweater Weather (Slowed),Francisco Salazar,0.603,0.635,1,-4.964,1,0.0364,0.253,0.628,0.0954,0.256,96.229,307411,4
1159,1159,sad,1175r6ZmkUjX8dRJLz9Ohk,I Love You So,The Walters,0.578,0.669,10,-4.898,1,0.0377,0.65,0.0,0.13,0.503,75.995,160254,4
1160,1160,sad,63lOhDmhgfjf4brJdB9TQe,teen romance,S.T.X.E.R,0.723,0.221,8,-12.602,1,0.0524,0.0478,0.0039,0.0973,0.0441,115.992,169645,4
1161,1161,sad,4LMlIX9Y8qziRafzW30mGc,you never meant it,cøzybøy,0.792,0.551,7,-5.769,1,0.037,0.307,0.0,0.101,0.45,103.967,117692,4
1162,1162,sad,2Sthw8fIPoycfHpCKQZri5,Halb Vier Interlude,Dead Dawg,0.765,0.205,0,-15.513,1,0.0713,0.802,0.00168,0.73,0.58,90.97,257756,4
1163,1163,sad,3kxkjirben9RVm9NqYa6rm,Black Out Days - Future Islands Remix,Future Islands,0.477,0.483,4,-9.413,0,0.0364,0.0027,0.783,0.156,0.123,170.026,248347,4
1164,1164,sad,6ZgCclK50PQbKBr1Z9SAqT,Gone,Heartblake,0.636,0.336,4,-13.694,0,0.134,0.314,1.4e-06,0.112,0.19,159.988,248610,4
1165,1165,sad,1VGzxJnVQND7Cg5H5wGj14,YEAH RIGHT,Joji,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4
1166,1166,sad,0LJoorgtlZc8DezeHR8ZqP,you broke me first - Slowed,wanderoof,0.619,0.307,1,-11.083,1,0.0469,0.727,0.0,0.1,0.0694,106.609,197016,4
1167,1167,sad,5RdTT9trEnmVML9PlBqNKr,Girl of My Dreams,Guti,0.571,0.34,10,-16.194,1,0.0382,0.777,0.452,0.0874,0.0465,138.705,222981,4
1168,1168,sad,2uNGH4c3KdOZARA4giRX4a,Yung and Writhing,Rew,0.414,0.923,9,-3.291,1,0.049,0.694,0.915,0.265,0.68,149.973,192026,4
1169,1169,sad,1hrar0wbUsvgSUpUXR5Wq0,Only,RY X,0.293,0.175,7,-15.543,0,0.0308,0.903,0.528,0.109,0.089,83.182,268456,3
1170,1170,sad,04qNn4YcbE0O0UJXZosaQe,Violent - slowed + reverb,Leverutlo,0.694,0.814,5,-6.144,1,0.0277,0.294,1.87e-05,0.157,0.102,115.801,152346,4
1171,1171,sad,3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,208212,3
1172,1172,sad,4W8sUeokQKfHt1uTXp0Jq0,Broken,Lund,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0,200673,4
1173,1173,sad,6S7o12almFeL57rbRvdY5l,Vas,jagger finn,0.514,0.424,0,-10.645,1,0.0282,0.918,0.849,0.126,0.416,71.114,90324,4
1174,1174,sad,0K4gxQ2u3545b0GAu85ObO,You Don't Want Me Anymore,Teqkoi,0.685,0.23,0,-12.525,0,0.0388,0.367,0.000971,0.101,0.0417,96.085,165000,4
1175,1175,sad,3YfNhioGntblm6ciPsCwC9,I’ll Keep You Safe,Vluestar,0.504,0.401,0,-10.016,1,0.0958,0.805,0.00596,0.155,0.243,114.95,140312,4
1176,1176,sad,53Ij4HRTp0f6DTlmXWh46h,Sad Life,Shiloh Dynasty,0.613,0.428,1,-16.208,1,0.337,0.775,0.577,0.0932,0.219,101.041,181199,4
1177,1177,sad,0vQM29chWYNTrqPoirulxI,Love Is a Drug,Papithbk,0.841,0.406,7,-12.389,1,0.358,0.791,0.0,0.0872,0.384,110.061,97907,4
1178,1178,sad,0J84S7kKSIvtdARzyWPAPj,i'm a ghost but it hurts,Rxseboy,0.764,0.419,4,-13.796,0,0.207,0.525,2.24e-06,0.368,0.342,124.028,141438,4
1179,1179,sad,3z6yT4HJ7aVlqhCOzUZEN1,Letter to Jahseh - Slowed & Reverb,Shiloh Dynasty,0.813,0.458,1,-11.166,1,0.0553,0.156,0.487,0.325,0.314,103.995,281455,4
1180,1180,sad,6zGGzssaiuHXpYVNAvKKoJ,Are You Even Real - Slowed & Reverb,Shiloh Dynasty,0.726,0.32,8,-16.501,1,0.0445,0.671,0.572,0.101,0.331,104.885,173219,4
1181,1181,sad,0G52ehW8DnvcmjplHwzEkI,Another Love but it's Slowed and Muffled,Dybbukk,0.205,0.0454,1,-36.626,0,0.0353,0.961,0.895,0.148,0.0599,103.542,285673,4
1182,1182,sad,3aHaYRRADxotIzU6cMrXMY,Daddy Issues - Slowed,vvs,0.554,0.464,2,-10.283,1,0.0427,0.0692,0.844,0.113,0.274,72.218,304042,4
1183,1183,sad,0vLDFuak7KxKqpNlC3mr4P,"surf curse / freaks, but it's slowed & reverb",idkardi,0.512,0.444,10,-16.081,0,0.0371,0.782,0.972,0.0996,0.288,138.478,193045,4
1184,1184,sad,5yJ8ZbAqFOq6wM9Il9ZcUV,i've never felt so alone - slowed & filtered,Rising6,0.483,0.216,8,-19.957,1,0.0805,0.98,0.976,0.108,0.273,82.052,137404,3
1185,1185,sad,16v4VGNxpdza0pP3150gJT,"Bubble Gum, but It's the Slowed & Reverb",Sedogy Bedam,0.193,0.00968,5,-41.389,1,0.0346,0.954,0.911,0.331,0.0667,72.989,223921,4
1186,1186,sad,6IqK1EbAlARIcPY7t66MNT,IT'S OK - Slowed,Lil Drako,0.575,0.0794,6,-20.193,0,0.0333,0.982,0.0176,0.108,0.192,131.79,215040,4
1187,1187,sad,6lEd6tGBjZcx35uD2b1IX0,Numb III,XINCLAIR,0.824,0.64,11,-7.147,1,0.186,0.512,0.0,0.113,0.618,103.271,154615,4
1188,1188,sad,0QPmvb77jwbaOJJfjLt62m,Another Love (Slowed Remix),frxzen,0.375,0.6,9,-9.947,1,0.0524,0.679,0.000239,0.106,0.126,105.607,284428,4
1189,1189,sad,5GxUKIEkMXXZo1Tif0IzfC,Two Moons,BoyWithUke,0.841,0.502,6,-9.068,0,0.211,0.52,0.000187,0.103,0.863,109.965,224747,4
1190,1190,sad,5zzevSwj3BBCybL0WzGEBM,Nice Guy,D$r.,0.693,0.333,8,-15.654,1,0.238,0.0999,0.0,0.117,0.458,169.945,127112,4
1191,1191,sad,4S2uhQE8L9V6p7rj7SiauJ,Suicidal (Remix) [feat. Juice WRLD],Juice WRLD,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,225857,4
1192,1192,sad,1lvTRKd3yOswubmnNo78Wk,Haunt U LoFi,BenMeme,0.623,0.363,0,-14.593,0,0.0282,0.498,2.55e-06,0.152,0.0553,131.108,147069,4
1193,1193,sad,0KZPXuCvhwPEMXrAZ3smGq,Angel,Shiloh Dynasty,0.907,0.174,9,-15.239,0,0.0942,0.285,0.000169,0.222,0.341,100.057,118962,4
1194,1194,sad,0OtL3L332F3gxSB2cuYsc0,Skin & Bones,Lund,0.849,0.285,7,-11.58,0,0.041,0.822,2.9e-06,0.116,0.156,125.504,217942,4
1195,1195,sad,33LizV83s7z1gwtmLiKlmv,Dead and Cold,SadBoyProlific,0.622,0.467,2,-9.889,0,0.568,0.872,2.15e-06,0.0931,0.716,87.967,89625,5
1196,1196,sad,50OPOdJbRx9iCJXGultmUf,Alone,Ivri,0.874,0.358,9,-13.642,1,0.459,0.494,0.00196,0.336,0.437,119.091,160061,4
1197,1197,sad,1O28T70fY6eyL9vygOqCQi,Midnight Thoughts,SadBoyProlific,0.543,0.387,11,-15.932,0,0.472,0.428,0.0,0.126,0.577,79.569,124865,4
1198,1198,sad,733hyyG8U8kxxebds98nc6,First Date,frad,0.732,0.303,4,-13.575,1,0.057,0.75,0.828,0.141,0.601,82.555,173143,4
1199,1199,sad,2uKzHG4Ab565JjUtMCNyhf,i wanna be your girlfriend,girl in red,0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,204991,4
1200,1200,sad,3NqBxTOMCJ3zW9CIP51td4,Jugaste y Sufrí,DannyLux,0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,200.156,275194,1
1201,1201,sad,1I6TYLy62cDNPFke9nyu7S,Snowman - Slowed,love shayla,0.484,0.432,9,-8.471,1,0.0328,0.251,0.0,0.0961,0.17,167.768,210048,3
1202,1202,sad,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
1203,1203,sad,7vMDFGBs0CTEkENk2dyCnc,Destroy Myself Just For You,Montell Fish,0.52,0.189,0,-15.437,1,0.0376,0.907,0.0314,0.109,0.226,59.778,146000,4
1204,1204,sad,3xcoCfddNkzSm7mP1tKFAk,Novacane,Shiloh Dynasty,0.732,0.0427,6,-20.029,1,0.101,0.82,0.0726,0.0943,0.182,105.303,146304,4
1205,1205,sad,10PsQBBqusLVce7SpOhB1U,Elegy,Senpaiclout,0.514,0.559,1,-7.987,0,0.0429,0.58,4.77e-05,0.241,0.0326,151.688,140591,4
1206,1206,sad,5W6BA8Wa8JZGKdliH2gkwO,She Likes Another Boy,Oscar Lang,0.703,0.191,1,-14.078,0,0.0287,0.922,0.865,0.114,0.327,61.932,207827,4
1207,1207,sad,7zkA4TSmYO1Bko2PnFn0YB,Steven Universe,L.Dre,0.676,0.0674,7,-13.899,1,0.0703,0.841,0.942,0.121,0.214,77.037,134026,4
1208,1208,sad,1ZgMsA55GIY7ICkQh5MILA,Space Song,Beach House,0.507,0.79,0,-7.307,0,0.0294,0.233,0.139,0.145,0.6,147.065,320467,4
1209,1209,sad,3wwo0bJvDSorOpNfzEkfXx,Let Me Know (I Wonder Why Freestyle),Juice WRLD,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,215381,4
1210,1210,sad,4sK7NBL0YVl9fTHrVAYaNi,Take The Risk,OB,0.903,0.374,10,-11.504,1,0.504,0.212,0.0,0.0879,0.421,135.122,200889,4
1211,1211,sad,3nuFetWG4SIUiQ5a7ZIpqi,Sunflower Feelings,Kuzu Mellow,0.824,0.448,0,-14.694,1,0.0953,0.754,3.4e-05,0.126,0.565,129.989,88644,4
1212,1212,sad,40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",Bebe Rexha,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,251467,4
1213,1213,sad,1KIJclzEbNhSVw8tiHPWwE,Young,Vacations,0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,189160,4
1214,1214,sad,6IW56BQYrmMniYZBwGCNeL,pouring outside,dyl dion,0.78,0.587,7,-8.309,1,0.0373,0.687,0.0499,0.107,0.322,107.474,156250,4
1215,1215,sad,3TDwqpjwUa9bl7YgzPawUM,teen romance,nbmusic,0.606,0.519,8,-7.357,1,0.0414,0.02,0.0268,0.479,0.153,117.073,154906,4
1216,1216,sad,1ZjxXkqgYKJ7ZX44fyMPxx,I'm not angry anymore,Cummrs,0.642,0.191,3,-15.227,1,0.0411,0.989,4.11e-06,0.0984,0.552,90.595,64510,4
1217,1217,sad,7eB1V5LvAdxCc7brfGhRRo,watch,Billie Eilish,0.441,0.599,0,-8.985,1,0.225,0.333,0.00198,0.103,0.35,165.212,177523,4
1218,1218,sad,5bGG1abhVIUm6EAa36ipRX,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Wankelmut,0.825,0.668,3,-6.329,0,0.0579,0.223,6.47e-05,0.167,0.534,118.989,215187,4
1219,1219,sad,7nABq2RUXIlXKbrSZE2BKl,"freaks but slowed, muffled echo",Dazel Ukuto,0.342,0.387,10,-27.157,1,0.0506,0.435,0.739,0.11,0.179,144.602,176654,4
1220,1220,sad,0xPU0Sdkrva3RgRIPhK0zq,i met sarah in the bathroom {slow//reverb},slow//reverb,0.544,0.47,10,-11.961,1,0.142,0.858,0.255,0.115,0.147,79.179,137858,4
1221,1221,sad,2kHrlDvECzPyjcbmSQNusl,F*ck Love,Lund,0.639,0.446,6,-10.489,1,0.0378,0.295,0.0,0.181,0.363,76.004,197368,4
1222,1222,sad,7DcJ6fEBb7BaKuYKTwiDxK,Homage,Mild High Club,0.546,0.465,5,-8.167,1,0.0287,0.153,0.00259,0.321,0.415,73.369,177493,4
1223,1223,sad,69T9N8c6suzNT4CWrSwaOU,idfc - slowed,Batıkent Records,0.52,0.315,9,-17.809,1,0.0272,0.00871,0.825,0.287,0.222,61.685,241917,4
1224,1224,sad,45ROR8UMn60YEVQnDy0uVF,Juliet,Cavetown,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,278991,4
1225,1225,sad,6JdU7eaEl9fPAq0sEVNzGc,say goodbye,Sarcastic Sounds,0.71,0.415,8,-9.561,1,0.0908,0.902,0.00236,0.149,0.418,92.016,86749,4
1226,1226,sad,6MOst484piqXpzPPRRe8i5,vice city,XXXTENTACION,0.853,0.467,9,-6.843,0,0.195,0.00596,0.00171,0.203,0.329,87.023,220709,4
1227,1227,sad,5de9Ho64dovuQI8Uhn5gPD,I Don't Wanna Do This Anymore,XXXTENTACION,0.433,0.778,4,-7.681,1,0.041,0.843,0.0,0.139,0.764,114.208,87561,4
1228,1228,sad,5r5OglITwj3Gc4nrml8npb,SAME FEELINGS,DIRTYXAN,0.693,0.626,8,-8.01,0,0.101,0.288,0.00441,0.126,0.171,124.722,154558,4
1229,1229,sad,1IzqLAnLpITw7SArHU3286,School Rooftop - Slowed Down Version,WMD,0.738,0.247,10,-7.276,1,0.0511,0.261,0.895,0.104,0.224,142.572,193732,4
1230,1230,sad,34eD3YuDcGztZE8yc1MGB4,Broken Trust,Mishaal,0.5,0.373,1,-14.01,1,0.35,0.568,0.0,0.225,0.194,179.759,122880,4
1231,1231,sad,3Mmt4wAMtWRmObAxbejpPe,Sleep Thru Ur Alarms,Lontalius,0.612,0.344,11,-14.066,0,0.0269,0.302,0.296,0.115,0.0691,97.479,112864,3
